EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200063449, , , , GO8010_LC|1999TS40_TILE
200063450, , , , GO8010_LC|1999TS40_TILE
200063451, , , , GO8010_LC|1999TS40_TILE
200063452, , , , GO8010_LC|1999TS40_TILE
200063453, , , , GO8010_LC|1999TS40_TILE
200063454, , , , GO8010_LC|1999TS40_TILE
200063455, , , , GO8010_LC|1999TS40_TILE
200063456, , , , GO8010_LC|1999TS40_TILE
200063457, , , , GO8010_LC|1999TS40_TILE
200063458, , , , GO8010_LC|1999TS40_TILE
200063459, , , , GO8010_LC|1999TS40_TILE
200063460, , , , GO8010_LC|1999TS40_TILE
200063461, , , , GO8010_LC|1999TS40_TILE
200063462, , , , GO8010_LC|1999TS40_TILE
200063463, , , , GO8010_LC|1999TS40_TILE
200063464, , , , GO8010_LC|1999TS40_TILE
200063465, , , , GO8010_LC|1999TS40_TILE
200063466, , , , GO8010_LC|1999TS40_TILE
200063467, , , , GO8010_LC|1999TS40_TILE
200063468, , , , GO8010_LC|1999TS40_TILE
200063469, , , , GO8010_LC|1999TS40_TILE
200063470, , , , GO8010_LC|1999TS40_TILE
200063471, , , , GO8010_LC|1999TS40_TILE
200063472, , , , GO8010_LC|1999TS40_TILE
200063473, , , , GO8010_LC|1999TS40_TILE
200063474, , , , GO8010_LC|1999TS40_TILE
200063475, , , , GO8010_LC|1999TS40_TILE
200063476, , , , GO8010_LC|1999TS40_TILE
200063477, , , , GO8010_LC|1999TS40_TILE
200063478, , , , GO8010_LC|1999TS40_TILE
200063479, , , , GO8010_LC|1999TS40_TILE
200063480, , , , GO8010_LC|1999TS40_TILE
200063481, , , , GO8010_LC|1999TS40_TILE
200063482, , , , GO8010_LC|1999TS40_TILE
200063483, , , , GO8010_LC|1999TS40_TILE
200063484, , , , GO8010_LC|1999TS40_TILE
200063485, , , , GO8010_LC|1999TS40_TILE
200063486, , , , GO8010_LC|1999TS40_TILE
200063487, , , , GO8010_LC|1999TS40_TILE
200063488, , , , GO8010_LC|1999TS40_TILE
200063489, , , , GO8010_LC|1999TS40_TILE
200063490, , , , GO8010_LC|1999TS40_TILE
200063491, , , , GO8010_LC|1999TS40_TILE
200063492, , , , GO8010_LC|1999TS40_TILE
200063493, , , , GO8010_LC|1999TS40_TILE
200063494, , , , GO8010_LC|1999TS40_TILE
200063495, , , , GO8010_LC|1999TS40_TILE
200063496, , , , GO8010_LC|1999TS40_TILE
200063497, , , , GO8010_LC|1999TS40_TILE
200063498, , , , GO8010_LC|1999TS40_TILE
200063499, , , , GO8010_LC|1999TS40_TILE
200063500, , , , GO8010_LC|1999TS40_TILE
200063501, , , , GO8010_LC|1999TS40_TILE
200063502, , , , GO8010_LC|1999TS40_TILE
200063503, , , , GO8010_LC|1999TS40_TILE
200063504, , , , GO8010_LC|1999TS40_TILE
200063505, , , , GO8010_LC|1999TS40_TILE
200063506, , , , GO8010_LC|1999TS40_TILE
200063507, , , , GO8010_LC|1999TS40_TILE
200063508, , , , GO8010_LC|1999TS40_TILE
200063509, , , , GO8010_LC|1999TS40_TILE
200063510, , , , GO8010_LC|1999TS40_TILE
200063511, , , , GO8010_LC|1999TS40_TILE
200063512, , , , GO8010_LC|1999TS40_TILE
200063513, , , , GO8010_LC|1999TS40_TILE
200063514, , , , GO8010_LC|1999TS40_TILE
200063515, , , , GO8010_LC|1999TS40_TILE
200063516, , , , GO8010_LC|1999TS40_TILE
200063517, , , , GO8010_LC|1999TS40_TILE
200063518, , , , GO8010_LC|1999TS40_TILE
200063519, , , , GO8010_LC|1999TS40_TILE
200063520, , , , GO8010_LC|1999TS40_TILE
200063521, , , , GO8010_LC|1999TS40_TILE
200063522, , , , GO8010_LC|1999TS40_TILE
200063523, , , , GO8010_LC|1999TS40_TILE
200063524, , , , GO8010_LC|1999TS40_TILE
200063525, , , , GO8010_LC|1999TS40_TILE
200063526, , , , GO8010_LC|1999TS40_TILE
200063527, , , , GO8010_LC|1999TS40_TILE
200063528, , , , GO8010_LC|1999TS40_TILE
200063529, , , , GO8010_LC|1999TS40_TILE
200063530, , , , GO8010_LC|1999TS40_TILE
200063531, , , , GO8010_LC|1999TS40_TILE
200063532, , , , GO8010_LC|1999TS40_TILE
200063533, , , , GO8010_LC|1999TS40_TILE
200063534, , , , GO8010_LC|1999TS40_TILE
200063535, , , , GO8010_LC|1999TS40_TILE
200063536, , , , GO8010_LC|1999TS40_TILE
200063537, , , , GO8010_LC|1999TS40_TILE
200063538, , , , GO8010_LC|1999TS40_TILE
200063539, , , , GO8010_LC|1999TS40_TILE
200063540, , , , GO8010_LC|1999TS40_TILE
200063541, , , , GO8010_LC|1999TS40_TILE
200063542, , , , GO8010_LC|1999TS40_TILE
200063543, , , , GO8010_LC|1999TS40_TILE
200063544, , , , GO8010_LC|1999TS40_TILE
200063545, , , , GO8010_LC|1999TS40_TILE
200063546, , , , GO8010_LC|1999TS40_TILE
200063547, , , , GO8010_LC|1999TS40_TILE
200063548, , , , GO8010_LC|1999TS40_TILE
200063549, , , , GO8010_LC|1999TS40_TILE
200063550, , , , GO8010_LC|1999TS40_TILE
200063551, , , , GO8010_LC|1999TS40_TILE
200063552, , , , GO8010_LC|1999TS40_TILE
200063553, , , , GO8010_LC|1999TS40_TILE
200063554, , , , GO8010_LC|1999TS40_TILE
200063555, , , , GO8010_LC|1999TS40_TILE
200063556, , , , GO8010_LC|1999TS40_TILE
200063557, , , , GO8010_LC|1999TS40_TILE
200063558, , , , GO8010_LC|1999TS40_TILE
200063559, , , , GO8010_LC|1999TS40_TILE
200063560, , , , GO8010_LC|1999TS40_TILE
200063561, , , , GO8010_LC|1999TS40_TILE
200063562, , , , GO8010_LC|1999TS40_TILE
200063563, , , , GO8010_LC|1999TS40_TILE
200063564, , , , GO8010_LC|1999TS40_TILE
200063565, , , , GO8010_LC|1999TS40_TILE
200063566, , , , GO8010_LC|1999TS40_TILE
200063567, , , , GO8010_LC|1999TS40_TILE
200063568, , , , GO8010_LC|1999TS40_TILE
200063569, , , , GO8010_LC|1999TS40_TILE
200063570, , , , GO8010_LC|1999TS40_TILE
200063571, , , , GO8010_LC|1999TS40_TILE
200063572, , , , GO8010_LC|1999TS40_TILE
200063573, , , , GO8010_LC|1999TS40_TILE
200063574, , , , GO8010_LC|1999TS40_TILE
200063575, , , , GO8010_LC|1999TS40_TILE
200063576, , , , GO8010_LC|1999TS40_TILE
200063577, , , , GO8010_LC|1999TS40_TILE
200063578, , , , GO8010_LC|1999TS40_TILE
200063579, , , , GO8010_LC|1999TS40_TILE
200063580, , , , GO8010_LC|1999TS40_TILE
200063581, , , , GO8010_LC|1999TS40_TILE
200063582, , , , GO8010_LC|1999TS40_TILE
200063583, , , , GO8010_LC|1999TS40_TILE
200063584, , , , GO8010_LC|1999TS40_TILE
200063585, , , , GO8010_LC|1999TS40_TILE
200063586, , , , GO8010_LC|1999TS40_TILE
200063587, , , , GO8010_LC|1999TS40_TILE
200063588, , , , GO8010_LC|1999TS40_TILE
200063589, , , , GO8010_LC|1999TS40_TILE
200063590, , , , GO8010_LC|1999TS40_TILE
200063591, , , , GO8010_LC|1999TS40_TILE
200063592, , , , GO8010_LC|1999TS40_TILE
200063593, , , , GO8010_LC|1999TS40_TILE
200063594, , , , GO8010_LC|1999TS40_TILE
200063595, , , , GO8010_LC|1999TS40_TILE
200063596, , , , GO8010_LC|1999TS40_TILE
200063597, , , , GO8010_LC|1999TS40_TILE
200063598, , , , GO8010_LC|1999TS40_TILE
200063599, , , , GO8010_LC|1999TS40_TILE
200063600, , , , GO8010_LC|1999TS40_TILE
200063601, , , , GO8010_LC|1999TS40_TILE
200063602, , , , GO8010_LC|1999TS40_TILE
200063603, , , , GO8010_LC|1999TS40_TILE
200063604, , , , GO8010_LC|1999TS40_TILE
200063605, , , , GO8010_LC|1999TS40_TILE
200063606, , , , GO8010_LC|1999TS40_TILE
200063607, , , , GO8010_LC|1999TS40_TILE
200063608, , , , GO8010_LC|1999TS40_TILE
200063609, , , , GO8010_LC|1999TS40_TILE
200063610, , , , GO8010_LC|1999TS40_TILE
200063611, , , , GO8010_LC|1999TS40_TILE
200063612, , , , GO8010_LC|1999TS40_TILE
200063613, , , , GO8010_LC|1999TS40_TILE
200063614, , , , GO8010_LC|1999TS40_TILE
200063615, , , , GO8010_LC|1999TS40_TILE
200063616, , , , GO8010_LC|1999TS40_TILE
200063617, , , , GO8010_LC|1999TS40_TILE
200063618, , , , GO8010_LC|1999TS40_TILE
200063619, , , , GO8010_LC|1999TS40_TILE
200063620, , , , GO8010_LC|1999TS40_TILE
200063621, , , , GO8010_LC|1999TS40_TILE
200063622, , , , GO8010_LC|1999TS40_TILE
200063623, , , , GO8010_LC|1999TS40_TILE
200063624, , , , GO8010_LC|1999TS40_TILE
200063625, , , , GO8010_LC|1999TS40_TILE
200063626, , , , GO8010_LC|1999TS40_TILE
200063627, , , , GO8010_LC|1999TS40_TILE
200063628, , , , GO8010_LC|1999TS40_TILE
200063629, , , , GO8010_LC|1999TS40_TILE
200063630, , , , GO8010_LC|1999TS40_TILE
200063631, , , , GO8010_LC|1999TS40_TILE
200063632, , , , GO8010_LC|1999TS40_TILE
200063633, , , , GO8010_LC|1999TS40_TILE
200063634, , , , GO8010_LC|1999TS40_TILE
200063635, , , , GO8010_LC|1999TS40_TILE
200063636, , , , GO8010_LC|1999TS40_TILE
200063637, , , , GO8010_LC|1999TS40_TILE
200063638, , , , GO8010_LC|1999TS40_TILE
200063639, , , , GO8010_LC|1999TS40_TILE
200063640, , , , GO8010_LC|1999TS40_TILE
200063641, , , , GO8010_LC|1999TS40_TILE
200063642, , , , GO8010_LC|1999TS40_TILE
200063643, , , , GO8010_LC|1999TS40_TILE
200063644, , , , GO8010_LC|1999TS40_TILE
200063645, , , , GO8010_LC|1999TS40_TILE
200063646, , , , GO8010_LC|1999TS40_TILE
200063647, , , , GO8010_LC|1999TS40_TILE
200063648, , , , GO8010_LC|1999TS40_TILE
200063649, , , , GO8010_LC|1999TS40_TILE
200063650, , , , GO8010_LC|1999TS40_TILE
200063651, , , , GO8010_LC|1999TS40_TILE
200063652, , , , GO8010_LC|1999TS40_TILE
200063653, , , , GO8010_LC|1999TS40_TILE
200063654, , , , GO8010_LC|1999TS40_TILE
200063655, , , , GO8010_LC|1999TS40_TILE
200063656, , , , GO8010_LC|1999TS40_TILE
200063657, , , , GO8010_LC|1999TS40_TILE
200063658, , , , GO8010_LC|1999TS40_TILE
200063659, , , , GO8010_LC|1999TS40_TILE
200063660, , , , GO8010_LC|1999TS40_TILE
200063661, , , , GO8010_LC|1999TS40_TILE
200063662, , , , GO8010_LC|1999TS40_TILE
200063663, , , , GO8010_LC|1999TS40_TILE
200063664, , , , GO8010_LC|1999TS40_TILE
200063665, , , , GO8010_LC|1999TS40_TILE
200063666, , , , GO8010_LC|1999TS40_TILE
200063667, , , , GO8010_LC|1999TS40_TILE
200063668, , , , GO8010_LC|1999TS40_TILE
200063669, , , , GO8010_LC|1999TS40_TILE
200063670, , , , GO8010_LC|1999TS40_TILE
200063671, , , , GO8010_LC|1999TS40_TILE
200063672, , , , GO8010_LC|1999TS40_TILE
200063673, , , , GO8010_LC|1999TS40_TILE
200063674, , , , GO8010_LC|1999TS40_TILE
200063675, , , , GO8010_LC|1999TS40_TILE
200063676, , , , GO8010_LC|1999TS40_TILE
200063677, , , , GO8010_LC|1999TS40_TILE
200063678, , , , GO8010_LC|1999TS40_TILE
200063679, , , , GO8010_LC|1999TS40_TILE
200063680, , , , GO8010_LC|1999TS40_TILE
200063681, , , , GO8010_LC|1999TS40_TILE
200063682, , , , GO8010_LC|1999TS40_TILE
200063683, , , , GO8010_LC|1999TS40_TILE
200063684, , , , GO8010_LC|1999TS40_TILE
200063685, , , , GO8010_LC|1999TS40_TILE
200063686, , , , GO8010_LC|1999TS40_TILE
200063687, , , , GO8010_LC|1999TS40_TILE
200063688, , , , GO8010_LC|1999TS40_TILE
200063689, , , , GO8010_LC|1999TS40_TILE
200063690, , , , GO8010_LC|1999TS40_TILE
200063691, , , , GO8010_LC|1999TS40_TILE
200063692, , , , GO8010_LC|1999TS40_TILE
200063693, , , , GO8010_LC|1999TS40_TILE
200063694, , , , GO8010_LC|1999TS40_TILE
200063695, , , , GO8010_LC|1999TS40_TILE
200063696, , , , GO8010_LC|1999TS40_TILE
200063697, , , , GO8010_LC|1999TS40_TILE
200063698, , , , GO8010_LC|1999TS40_TILE
200063699, , , , GO8010_LC|1999TS40_TILE
200063700, , , , GO8010_LC|1999TS40_TILE
200063701, , , , GO8010_LC|1999TS40_TILE
200063702, , , , GO8010_LC|1999TS40_TILE
200063703, , , , GO8010_LC|1999TS40_TILE
200063704, , , , GO8010_LC|1999TS40_TILE
200063705, , , , GO8010_LC|1999TS40_TILE
200063706, , , , GO8010_LC|1999TS40_TILE
200063707, , , , GO8010_LC|1999TS40_TILE
200063708, , , , GO8010_LC|1999TS40_TILE
200063709, , , , GO8010_LC|1999TS40_TILE
200063710, , , , GO8010_LC|1999TS40_TILE
200063711, , , , GO8010_LC|1999TS40_TILE
200063712, , , , GO8010_LC|1999TS40_TILE
200063713, , , , GO8010_LC|1999TS40_TILE
200063714, , , , GO8010_LC|1999TS40_TILE
200063715, , , , GO8010_LC|1999TS40_TILE
200063716, , , , GO8010_LC|1999TS40_TILE
200063717, , , , GO8010_LC|1999TS40_TILE
200063718, , , , GO8010_LC|1999TS40_TILE
200063719, , , , GO8010_LC|1999TS40_TILE
200063720, , , , GO8010_LC|1999TS40_TILE
200063721, , , , GO8010_LC|1999TS40_TILE
200063722, , , , GO8010_LC|1999TS40_TILE
200063723, , , , GO8010_LC|1999TS40_TILE
200063724, , , , GO8010_LC|1999TS40_TILE
200063725, , , , GO8010_LC|1999TS40_TILE
200063726, , , , GO8010_LC|1999TS40_TILE
200063727, , , , GO8010_LC|1999TS40_TILE
200063728, , , , GO8010_LC|1999TS40_TILE
200063729, , , , GO8010_LC|1999TS40_TILE
200063730, , , , GO8010_LC|1999TS40_TILE
200063731, , , , GO8010_LC|1999TS40_TILE
200063732, , , , GO8010_LC|1999TS40_TILE
200063733, , , , GO8010_LC|1999TS40_TILE
200063734, , , , GO8010_LC|1999TS40_TILE
200063735, , , , GO8010_LC|1999TS40_TILE
200063736, , , , GO8010_LC|1999TS40_TILE
200063737, , , , GO8010_LC|1999TS40_TILE
200063738, , , , GO8010_LC|1999TS40_TILE
200063739, , , , GO8010_LC|1999TS40_TILE
200063740, , , , GO8010_LC|1999TS40_TILE
200063741, , , , GO8010_LC|1999TS40_TILE
200063742, , , , GO8010_LC|1999TS40_TILE
200063743, , , , GO8010_LC|1999TS40_TILE
200063744, , , , GO8010_LC|1999TS40_TILE
200063745, , , , GO8010_LC|1999TS40_TILE
200063746, , , , GO8010_LC|1999TS40_TILE
200063747, , , , GO8010_LC|1999TS40_TILE
200063748, , , , GO8010_LC|1999TS40_TILE
200063749, , , , GO8010_LC|1999TS40_TILE
200063750, , , , GO8010_LC|1999TS40_TILE
200063751, , , , GO8010_LC|1999TS40_TILE
200063752, , , , GO8010_LC|1999TS40_TILE
200063753, , , , GO8010_LC|1999TS40_TILE
200063754, , , , GO8010_LC|1999TS40_TILE
200063755, , , , GO8010_LC|1999TS40_TILE
200063756, , , , GO8010_LC|1999TS40_TILE
200063757, , , , GO8010_LC|1999TS40_TILE
200063758, , , , GO8010_LC|1999TS40_TILE
200063759, , , , GO8010_LC|1999TS40_TILE
200063760, , , , GO8010_LC|1999TS40_TILE
200063761, , , , GO8010_LC|1999TS40_TILE
200063762, , , , GO8010_LC|1999TS40_TILE
200063763, , , , GO8010_LC|1999TS40_TILE
200063764, , , , GO8010_LC|1999TS40_TILE
200063765, , , , GO8010_LC|1999TS40_TILE
200063766, , , , GO8010_LC|1999TS40_TILE
200063767, , , , GO8010_LC|1999TS40_TILE
200063768, , , , GO8010_LC|1999TS40_TILE
200063769, , , , GO8010_LC|1999TS40_TILE
200063770, , , , GO8010_LC|1999TS40_TILE
200063771, , , , GO8010_LC|1999TS40_TILE
200063772, , , , GO8010_LC|1999TS40_TILE
200063773, , , , GO8010_LC|1999TS40_TILE
200063774, , , , GO8010_LC|1999TS40_TILE
200063775, , , , GO8010_LC|1999TS40_TILE
200063776, , , , GO8010_LC|1999TS40_TILE
200063777, , , , GO8010_LC|1999TS40_TILE
200063778, , , , GO8010_LC|1999TS40_TILE
200063779, , , , GO8010_LC|1999TS40_TILE
200063780, , , , GO8010_LC|1999TS40_TILE
200063781, , , , GO8010_LC|1999TS40_TILE
200063782, , , , GO8010_LC|1999TS40_TILE
200063783, , , , GO8010_LC|1999TS40_TILE
200063784, , , , GO8010_LC|1999TS40_TILE
200063785, , , , GO8010_LC|1999TS40_TILE
200063786, , , , GO8010_LC|1999TS40_TILE
200063787, , , , GO8010_LC|1999TS40_TILE
200063788, , , , GO8010_LC|1999TS40_TILE
200063789, , , , GO8010_LC|1999TS40_TILE
200063790, , , , GO8010_LC|1999TS40_TILE
200063791, , , , GO8010_LC|1999TS40_TILE
200063792, , , , GO8010_LC|1999TS40_TILE
200063793, , , , GO8010_LC|1999TS40_TILE
200063794, , , , GO8010_LC|1999TS40_TILE
200063795, , , , GO8010_LC|1999TS40_TILE
200063796, , , , GO8010_LC|1999TS40_TILE
200063797, , , , GO8010_LC|1999TS40_TILE
200063798, , , , GO8010_LC|1999TS40_TILE
200063799, , , , GO8010_LC|1999TS40_TILE
200063800, , , , GO8010_LC|1999TS40_TILE
200063801, , , , GO8010_LC|1999TS40_TILE
200063802, , , , GO8010_LC|1999TS40_TILE
200063803, , , , GO8010_LC|1999TS40_TILE
200063804, , , , GO8010_LC|1999TS40_TILE
200063805, , , , GO8010_LC|1999TS40_TILE
200063806, , , , GO8010_LC|1999TS40_TILE
200063807, , , , GO8010_LC|1999TS40_TILE
200063808, , , , GO8010_LC|1999TS40_TILE
200063809, , , , GO8010_LC|1999TS40_TILE
200063810, , , , GO8010_LC|1999TS40_TILE
200063811, , , , GO8010_LC|1999TS40_TILE
200063812, , , , GO8010_LC|1999TS40_TILE
200063813, , , , GO8010_LC|1999TS40_TILE
200063814, , , , GO8010_LC|1999TS40_TILE
200063815, , , , GO8010_LC|1999TS40_TILE
200063816, , , , GO8010_LC|1999TS40_TILE
200063817, , , , GO8010_LC|1999TS40_TILE
200063818, , , , GO8010_LC|1999TS40_TILE
200063819, , , , GO8010_LC|1999TS40_TILE
200063820, , , , GO8010_LC|1999TS40_TILE
200063821, , , , GO8010_LC|1999TS40_TILE
200063822, , , , GO8010_LC|1999TS40_TILE
200063823, , , , GO8010_LC|1999TS40_TILE
200063824, , , , GO8010_LC|1999TS40_TILE
200063825, , , , GO8010_LC|1999TS40_TILE
200063826, , , , GO8010_LC|1999TS40_TILE
200063827, , , , GO8010_LC|1999TS40_TILE
200063828, , , , GO8010_LC|1999TS40_TILE
200063829, , , , GO8010_LC|1999TS40_TILE
200063830, , , , GO8010_LC|1999TS40_TILE
200063831, , , , GO8010_LC|1999TS40_TILE
200063832, , , , GO8010_LC|1999TS40_TILE
200063833, , , , GO8010_LC|1999TS40_TILE
200063834, , , , GO8010_LC|1999TS40_TILE
200063835, , , , GO8010_LC|1999TS40_TILE
200063836, , , , GO8010_LC|1999TS40_TILE
200063837, , , , GO8010_LC|1999TS40_TILE
200063838, , , , GO8010_LC|1999TS40_TILE
200063839, , , , GO8010_LC|1999TS40_TILE
200063840, , , , GO8010_LC|1999TS40_TILE
200063841, , , , GO8010_LC|1999TS40_TILE
200063842, , , , GO8010_LC|1999TS40_TILE
200063843, , , , GO8010_LC|1999TS40_TILE
200063844, , , , GO8010_LC|1999TS40_TILE
200063845, , , , GO8010_LC|1999TS40_TILE
200063846, , , , GO8010_LC|1999TS40_TILE
200063847, , , , GO8010_LC|1999TS40_TILE
200063848, , , , GO8010_LC|1999TS40_TILE
200063849, , , , GO8010_LC|1999TS40_TILE
200063850, , , , GO8010_LC|1999TS40_TILE
200063851, , , , GO8010_LC|1999TS40_TILE
200063852, , , , GO8010_LC|1999TS40_TILE
200063853, , , , GO8010_LC|1999TS40_TILE
200063854, , , , GO8010_LC|1999TS40_TILE
200063855, , , , GO8010_LC|1999TS40_TILE
200063856, , , , GO8010_LC|1999TS40_TILE
200063857, , , , GO8010_LC|1999TS40_TILE
200063858, , , , GO8010_LC|1999TS40_TILE
200063859, , , , GO8010_LC|1999TS40_TILE
200063860, , , , GO8010_LC|1999TS40_TILE
200063861, , , , GO8010_LC|1999TS40_TILE
200063862, , , , GO8010_LC|1999TS40_TILE
200063863, , , , GO8010_LC|1999TS40_TILE
200063864, , , , GO8010_LC|1999TS40_TILE
200063865, , , , GO8010_LC|1999TS40_TILE
200063866, , , , GO8010_LC|1999TS40_TILE
200063867, , , , GO8010_LC|1999TS40_TILE
200063868, , , , GO8010_LC|1999TS40_TILE
200063869, , , , GO8010_LC|1999TS40_TILE
200063870, , , , GO8010_LC|1999TS40_TILE
200063871, , , , GO8010_LC|1999TS40_TILE
200063872, , , , GO8010_LC|1999TS40_TILE
200063873, , , , GO8010_LC|1999TS40_TILE
200063874, , , , GO8010_LC|1999TS40_TILE
200063875, , , , GO8010_LC|1999TS40_TILE
200063876, , , , GO8010_LC|1999TS40_TILE
200063877, , , , GO8010_LC|1999TS40_TILE
200063878, , , , GO8010_LC|1999TS40_TILE
200063879, , , , GO8010_LC|1999TS40_TILE
200063880, , , , GO8010_LC|1999TS40_TILE
200063881, , , , GO8010_LC|1999TS40_TILE
200063882, , , , GO8010_LC|1999TS40_TILE
200063883, , , , GO8010_LC|1999TS40_TILE
200063884, , , , GO8010_LC|1999TS40_TILE
200063885, , , , GO8010_LC|1999TS40_TILE
200063886, , , , GO8010_LC|1999TS40_TILE
200063887, , , , GO8010_LC|1999TS40_TILE
200063888, , , , GO8010_LC|1999TS40_TILE
200063889, , , , GO8010_LC|1999TS40_TILE
200063890, , , , GO8010_LC|1999TS40_TILE
200063891, , , , GO8010_LC|1999TS40_TILE
200063892, , , , GO8010_LC|1999TS40_TILE
200063893, , , , GO8010_LC|1999TS40_TILE
200063894, , , , GO8010_LC|1999TS40_TILE
200063895, , , , GO8010_LC|1999TS40_TILE
200063896, , , , GO8010_LC|1999TS40_TILE
200063897, , , , GO8010_LC|1999TS40_TILE
200063898, , , , GO8010_LC|1999TS40_TILE
200063899, , , , GO8010_LC|1999TS40_TILE
200063900, , , , GO8010_LC|1999TS40_TILE
200063901, , , , GO8010_LC|1999TS40_TILE
200063902, , , , GO8010_LC|1999TS40_TILE
200063903, , , , GO8010_LC|1999TS40_TILE
200063904, , , , GO8010_LC|1999TS40_TILE
200063905, , , , GO8010_LC|1999TS40_TILE
200063906, , , , GO8010_LC|1999TS40_TILE
200063907, , , , GO8010_LC|1999TS40_TILE
200063908, , , , GO8010_LC|1999TS40_TILE
200063909, , , , GO8010_LC|1999TS40_TILE
200063910, , , , GO8010_LC|1999TS40_TILE
200063911, , , , GO8010_LC|1999TS40_TILE
200063912, , , , GO8010_LC|1999TS40_TILE
200063913, , , , GO8010_LC|1999TS40_TILE
200063914, , , , GO8010_LC|1999TS40_TILE
200063915, , , , GO8010_LC|1999TS40_TILE
200063916, , , , GO8010_LC|1999TS40_TILE
200063917, , , , GO8010_LC|1999TS40_TILE
200063918, , , , GO8010_LC|1999TS40_TILE
200063919, , , , GO8010_LC|1999TS40_TILE
200063920, , , , GO8010_LC|1999TS40_TILE
200063921, , , , GO8010_LC|1999TS40_TILE
200063922, , , , GO8010_LC|1999TS40_TILE
200063923, , , , GO8010_LC|1999TS40_TILE
200063924, , , , GO8010_LC|1999TS40_TILE
200063925, , , , GO8010_LC|1999TS40_TILE
200063926, , , , GO8010_LC|1999TS40_TILE
200063927, , , , GO8010_LC|1999TS40_TILE
200063928, , , , GO8010_LC|1999TS40_TILE
200063929, , , , GO8010_LC|1999TS40_TILE
200063930, , , , GO8010_LC|1999TS40_TILE
200063931, , , , GO8010_LC|1999TS40_TILE
200063932, , , , GO8010_LC|1999TS40_TILE
200063933, , , , GO8010_LC|1999TS40_TILE
200063934, , , , GO8010_LC|1999TS40_TILE
200063935, , , , GO8010_LC|1999TS40_TILE
200063936, , , , GO8010_LC|1999TS40_TILE
200063937, , , , GO8010_LC|1999TS40_TILE
200063938, , , , GO8010_LC|1999TS40_TILE
200063939, , , , GO8010_LC|1999TS40_TILE
200063940, , , , GO8010_LC|1999TS40_TILE
200063941, , , , GO8010_LC|1999TS40_TILE
200063942, , , , GO8010_LC|1999TS40_TILE
200063943, , , , GO8010_LC|1999TS40_TILE
200063944, , , , GO8010_LC|1999TS40_TILE
200063945, , , , GO8010_LC|1999TS40_TILE
200063946, , , , GO8010_LC|1999TS40_TILE
200063947, , , , GO8010_LC|1999TS40_TILE
200063948, , , , GO8010_LC|1999TS40_TILE
200063949, , , , GO8010_LC|1999TS40_TILE
200063950, , , , GO8010_LC|1999TS40_TILE
200063951, , , , GO8010_LC|1999TS40_TILE
200063952, , , , GO8010_LC|1999TS40_TILE
200063953, , , , GO8010_LC|1999TS40_TILE
200063954, , , , GO8010_LC|1999TS40_TILE
200063955, , , , GO8010_LC|1999TS40_TILE
200063956, , , , GO8010_LC|1999TS40_TILE
200063957, , , , GO8010_LC|1999TS40_TILE
200063958, , , , GO8010_LC|1999TS40_TILE
200063959, , , , GO8010_LC|1999TS40_TILE
200063960, , , , GO8010_LC|1999TS40_TILE
200063961, , , , GO8010_LC|1999TS40_TILE
200063962, , , , GO8010_LC|1999TS40_TILE
200063963, , , , GO8010_LC|1999TS40_TILE
200063964, , , , GO8010_LC|1999TS40_TILE
200063965, , , , GO8010_LC|1999TS40_TILE
200063966, , , , GO8010_LC|1999TS40_TILE
200063967, , , , GO8010_LC|1999TS40_TILE
200063968, , , , GO8010_LC|1999TS40_TILE
200063969, , , , GO8010_LC|1999TS40_TILE
200063970, , , , GO8010_LC|1999TS40_TILE
200063971, , , , GO8010_LC|1999TS40_TILE
200063972, , , , GO8010_LC|1999TS40_TILE
200063973, , , , GO8010_LC|1999TS40_TILE
200063974, , , , GO8010_LC|1999TS40_TILE
200063975, , , , GO8010_LC|1999TS40_TILE
200063976, , , , GO8010_LC|1999TS40_TILE
200063977, , , , GO8010_LC|1999TS40_TILE
200063978, , , , GO8010_LC|1999TS40_TILE
200063979, , , , GO8010_LC|1999TS40_TILE
200063980, , , , GO8010_LC|1999TS40_TILE
200063981, , , , GO8010_LC|1999TS40_TILE
200063982, , , , GO8010_LC|1999TS40_TILE
200063983, , , , GO8010_LC|1999TS40_TILE
200063984, , , , GO8010_LC|1999TS40_TILE
200063985, , , , GO8010_LC|1999TS40_TILE
200063986, , , , GO8010_LC|1999TS40_TILE
200063987, , , , GO8010_LC|1999TS40_TILE
200063988, , , , GO8010_LC|1999TS40_TILE
200063989, , , , GO8010_LC|1999TS40_TILE
200063990, , , , GO8010_LC|1999TS40_TILE
200063991, , , , GO8010_LC|1999TS40_TILE
200063992, , , , GO8010_LC|1999TS40_TILE
200063993, , , , GO8010_LC|1999TS40_TILE
200063994, , , , GO8010_LC|1999TS40_TILE
200063995, , , , GO8010_LC|1999TS40_TILE
200063996, , , , GO8010_LC|1999TS40_TILE
200063997, , , , GO8010_LC|1999TS40_TILE
200063998, , , , GO8010_LC|1999TS40_TILE
200063999, , , , GO8010_LC|1999TS40_TILE
200064000, , , , GO8010_LC|1999TS40_TILE
